audio_filepath,texts
F1/Audio/inform_4128_03.wav,мұқыры ауылының отыз бір жастағы тұрғыны басқарған фольксваген гольф автокөлігін тәртіп сақшылары тоқтатқан.
F1/Audio/inform_2095_13.wav,жайық-атырау бекіре зауытының пайдасына - төрт жүз жиырма тоғыз миллион төрт жүз отыз сегіз мың теңге.
F1/Audio/inform_2817_25.wav,мәселен кейбір құрылыс жұмыстарында кәсіподақтар құрылмаған.
F1/Audio/inform_820_16.wav,"дегенмен, мектептердегі мұғалімдерден, халықтан, жастардың қалай үйреніп жатқаны туралы интервьюлер алып."
F1/Audio/inform_3429_11.wav,"еске сала кетелік, бұған дейін атырауда көлігіне екі түрлі, сондай-ақ, жалған нөмір таққан жүргізушілер ұсталған еді."
F1/Audio/inform_1124_09.wav,"маман деректері бойынша, ауру әдетте жас кезінен басталады."
F1/Audio/inform_3363_6.wav,"клиенттерден бөлек, салонда жұмысшылар, әкімші және мекеменің директоры болған."
F1/Audio/inform_2813_19.wav,"дәулетбек рахметжанов осы салада мың тоғыз жүз жетпісінші жылдан екі мың сегізінші жылға дейін еңбек етіп, білікті маманға айналған."
F1/Audio/inform_4081_07.wav,"ақау жөнделіп, қазандық агрегат іске қосылды."
F1/Audio/inform_1591_04.wav,саясаттану ғылымдарының докторы.
F1/Audio/inform_2021_13.wav,шкарупаны қамауға алу мерзімі аяқталған жоқ.
F1/Audio/inform_4635_09.wav,"бүгінгі таңда катонқарағай ауданында төрт мектепке, мәдениет үйіне, сондай-ақ көшелерге күрделі жөндеу жұмыстары жүргізілді."
F1/Audio/inform_3357_10.wav,игілігін көрудеміз.
F1/Audio/inform_2030_45.wav,зорлау мерзімі сегіз жылдан жиырма жылға дейін немесе өмір бойына ұзартылды.
