audio_filepath,texts
F2/Audio/inform_566_11.wav,"бұл, мамандардың айтуынша, екі мың он тоғызыншы жылмен салыстырғанда жиырма үш бүтін оннан төрт пайызға төмен."
F2/Audio/inform_569_22.wav,"өзімнің кіндік қаным қазақ жерінде тамған соң, осында қалуды жөн көрдім."
F2/Audio/inform_606_2.wav,екі мың тоғыз-екі мың он бесінші жылдары алматы қаласында жеке тұрғын үйлерде тұрып жатқан және орталықтандырылған кәріз жүйелеріне қосылмаған тұрғындарға сол уақытта күшінде болған
F2/Audio/inform_1335_04.wav,өңдеуші өнеркәсіп кәсіпорындары қырық үш триллион теңгенің өнімін шығарды.
F2/Audio/inform_1274_10.wav,қаңтар айынан бастап міндетті әлеуметтік сақтандыру жүйесі енгізілетіні белгілі.
F2/Audio/inform_2412_08.wav,"қазіргі кезде, жүргізуші ұсталып, оны қамау шарасын қолдану мәселесі шешілуде."
F2/Audio/inform_1287_05.wav,"бір мың тоғыз жүз тоқсан бірінші жылы он алтыншы желтоқсанда біз тәуелсіздігімізді жер жүзіне жариялап, күллі әлемге паш еттік."
F2/Audio/inform_1263_05.wav,"алдын алу шараларын одан әрі жетілдіру, үйлестіру және ұйымдастыру мақсатында бүгінгі таңда осындай қызметті жүзеге асыруға бағытталған жаңа қоғамдық тетікті құру қажеттілігі пайда болды."
F2/Audio/inform_1233_6.wav,күдіктіге қатысты түпкілікті шешімді сот қабылдайды.
F2/Audio/inform_602_41.wav,"философ, композитор, аудармашы, саяси қайраткер, либералды білімді исламға таяна отырып, орыс және еуропа мәдениетімен жақындасу арқылы қазақ мәдениетін жаңартуды көздеген реформатор."
